@3@CO@K@v@J@p
#2264         # Number of levels
#K            # Energy Unit
#3            # Number of quantum number
#v            # Quantum number
#J            # Quantum number
#p            # Quantum number
# n      g       E(K)        v    J    p
#---data--------------------------------
2177   41.0 128790.216214   22   20    1
2178   41.0 128790.216392   22   20    0
2179   65.0 128809.775007   21   32    1
2180   65.0 128809.775321   21   32    0
2181   83.0 128827.766868   20   41    1
2182   83.0 128827.767310   20   41    0
2183   43.0 128846.194198   22   21    1
2184   43.0 128846.194386   22   21    0
2185   67.0 128903.231036   21   33    1
2186   67.0 128903.231362   21   33    0
2187   45.0 128904.673924   22   22    1
2188   45.0 128904.674123   22   22    0
2189   99.0 128919.035019   19   49    1
2190   99.0 128919.035600   19   49    0
2191   85.0 128950.658632   20   42    1
2192   85.0 128950.659089   20   42    0
2193   47.0 128965.632528   22   23    1
2194   47.0 128965.632736   22   23    0
2195   69.0 128999.287275   21   34    1
2196   69.0 128999.287615   21   34    0
2197    3.0 129026.309291   23    1    1
2198    3.0 129026.309299   23    1    0
2199   49.0 129029.046101   22   24    1
2200   49.0 129029.046321   22   24    0
2201    5.0 129031.359381   23    2    1
2202    5.0 129031.359398   23    2    0
2203    7.0 129038.135995   23    3    1
2204    7.0 129038.136020   23    3    0
2205    9.0 129046.682297   23    4    1
2206    9.0 129046.682330   23    4    0
2207   11.0 129063.314517   23    5    1
2208   11.0 129063.314559   23    5    0
2209  101.0 129070.005285   19   50    1
2210  101.0 129070.005885   19   50    0
2211   13.0 129075.601622   23    6    1
2212   13.0 129075.601672   23    6    0
2213   87.0 129076.151605   20   43    1
2214   87.0 129076.152078   20   43    0
2215   15.0 129092.866886   23    7    1
2216   15.0 129092.866945   23    7    0
2217   51.0 129094.889699   22   25    1
2218   51.0 129094.889930   22   25    0
2219   71.0 129097.922967   21   35    1
2220   71.0 129097.923320   21   35    0
2221   17.0 129112.721940   23    8    1
2222   17.0 129112.722008   23    8    0
2223   19.0 129135.468928   23    9    1
2224   19.0 129135.469004   23    9    0
2225   21.0 129160.201420   23   10    1
2226   21.0 129160.201504   23   10    0
2227   53.0 129163.137338   22   26    1
2228   53.0 129163.137580   22   26    0
2229   23.0 129187.538088   23   11    1
2230   23.0 129187.538182   23   11    0
2231   73.0 129199.116745   21   36    1
2232   73.0 129199.117111   21   36    0
2233   89.0 129204.222861   20   44    1
2234   89.0 129204.223352   20   44    0
2235   25.0 129217.219955   23   12    1
2236   25.0 129217.220057   23   12    0
2237   55.0 129233.761995   22   27    1
2238   55.0 129233.762247   22   27    0
2239   27.0 129249.304569   23   13    1
2240   27.0 129249.304681   23   13    0
2241   29.0 129283.748769   23   14    1
2242   29.0 129283.748890   23   14    0
2243   75.0 129302.846628   21   37    1
2244   75.0 129302.847010   21   37    0
2245   57.0 129306.735604   22   28    1
2246   57.0 129306.735869   22   28    0
2247   31.0 129320.106533   23   15    1
2248   31.0 129320.106662   23   15    0
2249   91.0 129334.848943   20   45    1
2250   91.0 129334.849450   20   45    0
2251   33.0 129359.557657   23   16    1
2252   33.0 129359.557797   23   16    0
2253   59.0 129382.029064   22   29    1
2254   59.0 129382.029341   22   29    0
2255   35.0 129400.764080   23   17    1
2256   35.0 129400.764229   23   17    0
2257   77.0 129409.090030   21   38    1
2258   77.0 129409.090425   21   38    0
2259   37.0 129442.603556   23   18    1
2260   37.0 129442.603714   23   18    0
2261   61.0 129459.612234   22   30    1
2262   61.0 129459.612522   22   30    0
2263   93.0 129468.005856   20   46    1
2264   93.0 129468.006382   20   46    0
#---end---------------------------------
# Built from X levels and data from Lupu R.E.

