Proba d'emission B-X
  vu      ju      vl      jl     Proba d'emission(s-1)
  0       1       5       0      0.143509D+09
  1       1       5       0      0.192301D+07
  2       1       5       0      0.410689D+08
  3       1       5       0      0.507899D+08
  0       1       6       0      0.113210D+09
  1       1       6       0      0.253799D+08
  2       1       6       0      0.640108D+08
  3       1       6       0      0.444178D+07
  0       1       7       0      0.647156D+08
  1       1       7       0      0.905559D+08
  2       1       7       0      0.140801D+08
  3       1       7       0      0.256874D+08
  0       1       8       0      0.259964D+08
  1       1       8       0      0.110874D+09
  2       1       8       0      0.125387D+08
  3       1       8       0      0.554721D+08
  0       1       9       0      0.683435D+07
  1       1       9       0      0.711678D+08
  2       1       9       0      0.841296D+08
  3       1       9       0      0.551238D+07
  0       1      10       0      0.100243D+07
  1       1      10       0      0.246020D+08
  2       1      10       0      0.101398D+09
  3       1      10       0      0.355125D+08
  0       1      11       0      0.485117D+05
  1       1      11       0      0.382452D+07
  2       1      11       0      0.464312D+08
  3       1      11       0      0.107517D+09
  0       1      12       0      0.112555D+04
  1       1      12       0      0.122026D+06
  2       1      12       0      0.669546D+07
  3       1      12       0      0.631000D+08
  0       1      13       0      0.368442D+04
  1       1      13       0      0.511585D+04
  2       1      13       0      0.280506D+05
  3       1      13       0      0.616238D+07
  0       1      14       0      0.557329D+02
  1       1      14       0      0.129496D+04
  2       1      14       0      0.352512D+05
  3       1      14       0      0.186740D+06
  0       1      15       0      0.654953D+03
  1       1      15       0      0.181250D+01
  2       1      15       0      0.821614D+03
  3       1      15       0      0.182346D+05
  0       1      16       0      0.194573D+03
  1       1      16       0      0.427185D+02
  2       1      16       0      0.652588D+01
  3       1      16       0      0.122643D+05
  0       1      17       0      0.102662D+02
  1       1      17       0      0.420222D+01
  2       1      17       0      0.515154D-01
  3       1      17       0      0.996736D+03
  4       1       0       0      0.317786D+08
  5       1       0       0      0.405943D+08
  6       1       0       0      0.473042D+08
  7       1       0       0      0.514156D+08
  4       1       1       0      0.661983D+08
  5       1       1       0      0.552193D+08
  6       1       1       0      0.391966D+08
  7       1       1       0      0.233013D+08
  4       1       2       0      0.213856D+08
  5       1       2       0      0.280117D+07
  6       1       2       0      0.100207D+07
  7       1       2       0      0.960371D+07
  4       1       3       0      0.758047D+07
  5       1       3       0      0.282866D+08
  6       1       3       0      0.382126D+08
  7       1       3       0      0.320612D+08
  4       1       4       0      0.471897D+08
  5       1       4       0      0.294737D+08
  6       1       4       0      0.623309D+07
  7       1       4       0      0.394654D+06
  4       1       5       0      0.108343D+08
  5       1       5       0      0.203439D+07
  6       1       5       0      0.217382D+08
  7       1       5       0      0.321679D+08
  4       1       6       0      0.163439D+08
  5       1       6       0      0.393657D+08
  6       1       6       0      0.221354D+08
  7       1       6       0      0.164319D+07
  4       1       7       0      0.436513D+08
  5       1       7       0      0.607524D+07
  6       1       7       0      0.630979D+07
  7       1       7       0      0.270989D+08
  4       1       8       0      0.119049D+07
  5       1       8       0      0.240455D+08
  6       1       8       0      0.327011D+08
  7       1       8       0      0.649130D+07
  4       1       9       0      0.370112D+08
  5       1       9       0      0.268326D+08
  6       1       9       0      0.301388D+06
  7       1       9       0      0.223355D+08
  4       1      10       0      0.327785D+08
  5       1      10       0      0.687219D+07
  6       1      10       0      0.359014D+08
  7       1      10       0      0.913932D+07
  4       1      11       0      0.838854D+07
  5       1      11       0      0.444663D+08
  6       1      11       0      0.241438D+06
  7       1      11       0      0.229221D+08
  4       1      12       0      0.105550D+09
  5       1      12       0      0.126749D+07
  6       1      12       0      0.392994D+08
  7       1      12       0      0.533262D+07
  4       1      13       0      0.685071D+08
  5       1      13       0      0.112727D+09
  6       1      13       0      0.131883D+07
  7       1      13       0      0.291146D+08
  4       1      14       0      0.144484D+07
  5       1      14       0      0.538249D+08
  6       1      14       0      0.132870D+09
  7       1      14       0      0.111016D+08
  4       1      15       0      0.115792D+07
  5       1      15       0      0.192614D+07
  6       1      15       0      0.138101D+08
  7       1      15       0      0.125800D+09
  4       1      16       0      0.140382D+06
  5       1      16       0      0.134705D+06
  6       1      16       0      0.981662D+07
  7       1      16       0      0.849443D+07
  4       1      17       0      0.583764D+04
  5       1      17       0      0.360903D+05
  6       1      17       0      0.700027D+06
  7       1      17       0      0.786531D+05
  8       1       0       0      0.529414D+08
  9       1       0       0      0.522278D+08
 10       1       0       0      0.497872D+08
 11       1       0       0      0.461679D+08
  8       1       1       0      0.108832D+08
  9       1       1       0      0.324862D+07
 10       1       1       0      0.178258D+06
 11       1       1       0      0.627282D+06
  8       1       2       0      0.203459D+08
  9       1       2       0      0.276341D+08
 10       1       2       0      0.295120D+08
 11       1       2       0      0.266681D+08
  8       1       3       0      0.180223D+08
  9       1       3       0      0.577339D+07
 10       1       3       0      0.258351D+06
 11       1       3       0      0.140920D+07
  8       1       4       0      0.968052D+07
  9       1       4       0      0.210844D+08
 10       1       4       0      0.255504D+08
 11       1       4       0      0.219308D+08
  8       1       5       0      0.229025D+08
  9       1       5       0      0.772022D+07
 10       1       5       0      0.185862D+06
 11       1       5       0      0.281652D+07
  8       1       6       0      0.431357D+07
  9       1       6       0      0.179984D+08
 10       1       6       0      0.240035D+08
 11       1       6       0      0.182539D+08
  8       1       7       0      0.251315D+08
  9       1       7       0      0.812759D+07
 10       1       7       0      0.108685D+04
 11       1       7       0      0.574788D+07
  8       1       8       0      0.229575D+07
  9       1       8       0      0.176758D+08
 10       1       8       0      0.227632D+08
 11       1       8       0      0.128248D+08
  8       1       9       0      0.250466D+08
  9       1       9       0      0.584891D+07
 10       1       9       0      0.853706D+06
 11       1       9       0      0.115029D+08
  8       1      10       0      0.303634D+07
  9       1      10       0      0.205265D+08
